lat;lon;ele;time;temperature
47.573550548;12.150274487;486.2;2026-06-28T09:48:12.000Z;36.0
47.573591955;12.150215814;486.2;2026-06-28T09:48:13.000Z;36.0
47.573633194;12.150160493;486.2;2026-06-28T09:48:14.000Z;36.0
47.573676445;12.150103999;486.2;2026-06-28T09:48:15.000Z;36.0
47.573721036;12.150046835;486.2;2026-06-28T09:48:16.000Z;36.0
47.573764706;12.149991933;486.2;2026-06-28T09:48:17.000Z;36.0
47.573808962;12.149935439;486.2;2026-06-28T09:48:18.000Z;36.0
47.57385347;12.149877688;486.0;2026-06-28T09:48:19.000Z;36.0
47.573897727;12.149820356;486.0;2026-06-28T09:48:20.000Z;36.0
47.573944414;12.149763359;485.8;2026-06-28T09:48:21.000Z;36.0
47.573991353;12.149707368;485.8;2026-06-28T09:48:22.000Z;36.0
47.574036028;12.149649281;485.8;2026-06-28T09:48:23.000Z;36.0
47.574079195;12.149589937;485.8;2026-06-28T09:48:24.000Z;36.0
47.574122362;12.149532773;485.8;2026-06-28T09:48:25.000Z;36.0
47.574166367;12.149475524;486.0;2026-06-28T09:48:26.000Z;36.0
47.574208779;12.149419952;486.0;2026-06-28T09:48:27.000Z;36.0
47.574252281;12.149366811;486.0;2026-06-28T09:48:28.000Z;36.0
47.574293604;12.149313167;486.0;2026-06-28T09:48:29.000Z;36.0
47.574340794;12.149274191;486.0;2026-06-28T09:48:30.000Z;36.0
47.574402736;12.149254493;486.0;2026-06-28T09:48:31.000Z;36.0
47.574443892;12.149272263;485.8;2026-06-28T09:48:32.000Z;36.0
47.574491585;12.149320878;485.8;2026-06-28T09:48:33.000Z;36.0
47.574537601;12.149373852;485.8;2026-06-28T09:48:34.000Z;36.0
47.574582947;12.149428921;485.6;2026-06-28T09:48:35.000Z;36.0
47.574623432;12.149493797;485.2;2026-06-28T09:48:36.000Z;36.0
47.574659809;12.149565881;485.2;2026-06-28T09:48:37.000Z;36.0
47.574693672;12.149637965;485.2;2026-06-28T09:48:38.000Z;36.0
47.574734911;12.149722371;485.2;2026-06-28T09:48:39.000Z;36.0
47.574761733;12.149782721;485.2;2026-06-28T09:48:40.000Z;36.0
47.574792746;12.149858829;485.0;2026-06-28T09:48:41.000Z;36.0
47.574827531;12.149949353;485.0;2026-06-28T09:48:42.000Z;36.0
47.57484857;12.150010793;485.0;2026-06-28T09:48:43.000Z;36.0
47.574875057;12.150088577;485.0;2026-06-28T09:48:44.000Z;36.0
47.574899951;12.15016963;484.8;2026-06-28T09:48:45.000Z;36.0
47.574923085;12.150253616;484.8;2026-06-28T09:48:46.000Z;36.0
47.574945968;12.15033601;484.8;2026-06-28T09:48:47.000Z;36.0
47.574968431;12.150417399;484.6;2026-06-28T09:48:48.000Z;36.0
47.574991146;12.150500547;484.6;2026-06-28T09:48:49.000Z;36.0
47.575015621;12.150582355;484.6;2026-06-28T09:48:50.000Z;36.0
47.575037917;12.15066609;484.6;2026-06-28T09:48:51.000Z;36.0
47.575060548;12.150751166;484.6;2026-06-28T09:48:52.000Z;36.0
47.575078402;12.150836661;484.6;2026-06-28T09:48:53.000Z;36.0
47.575094663;12.150922157;484.6;2026-06-28T09:48:54.000Z;36.0
47.575112851;12.151010334;484.6;2026-06-28T09:48:55.000Z;36.0
47.575129531;12.151095411;484.6;2026-06-28T09:48:56.000Z;36.0
47.575146127;12.151177134;484.6;2026-06-28T09:48:57.000Z;36.0
47.575162891;12.15125341;484.6;2026-06-28T09:48:58.000Z;36.0
47.575176973;12.151330188;484.8;2026-06-28T09:48:59.000Z;36.0
47.575191306;12.151407385;484.8;2026-06-28T09:49:00.000Z;36.0
47.575204466;12.151483996;484.8;2026-06-28T09:49:01.000Z;36.0
47.575213937;12.151564294;484.8;2026-06-28T09:49:02.000Z;36.0
47.575222319;12.15164409;484.8;2026-06-28T09:49:03.000Z;36.0
47.575228522;12.15172397;484.8;2026-06-28T09:49:04.000Z;36.0
47.575228941;12.151805609;484.8;2026-06-28T09:49:05.000Z;36.0
47.575230449;12.151892111;484.8;2026-06-28T09:49:06.000Z;36.0
47.575231707;12.15197769;484.8;2026-06-28T09:49:07.000Z;36.0
47.575233551;12.152063772;484.8;2026-06-28T09:49:08.000Z;36.0
47.575242687;12.152145999;484.8;2026-06-28T09:49:09.000Z;36.0
47.575257272;12.152230572;484.8;2026-06-28T09:49:10.000Z;36.0
47.575272694;12.152317576;484.8;2026-06-28T09:49:11.000Z;36.0
47.575284932;12.152403658;484.8;2026-06-28T09:49:12.000Z;36.0
47.575293398;12.152486136;484.8;2026-06-28T09:49:13.000Z;36.0
47.575302031;12.152571632;485.0;2026-06-28T09:49:14.000Z;36.0
47.575311838;12.152655199;485.0;2026-06-28T09:49:15.000Z;36.0
47.575320303;12.152744299;485.0;2026-06-28T09:49:16.000Z;36.0
47.575324327;12.152835494;485.0;2026-06-28T09:49:17.000Z;36.0
47.575330194;12.152927527;485.2;2026-06-28T09:49:18.000Z;36.0
47.575337905;12.153017046;485.2;2026-06-28T09:49:19.000Z;36.0
47.57534855;12.15310514;485.2;2026-06-28T09:49:20.000Z;36.0
47.575358609;12.153193234;485.2;2026-06-28T09:49:21.000Z;36.0
47.575368248;12.153281663;485.2;2026-06-28T09:49:22.000Z;36.0
47.575379983;12.153369086;485.2;2026-06-28T09:49:23.000Z;36.0
47.575396495;12.153456006;485.2;2026-06-28T09:49:24.000Z;36.0
47.575417114;12.153541166;485.2;2026-06-28T09:49:25.000Z;36.0
47.575438991;12.153626075;485.2;2026-06-28T09:49:26.000Z;36.0
47.57546179;12.153710648;485.2;2026-06-28T09:49:27.000Z;36.0
47.575481739;12.15379606;485.2;2026-06-28T09:49:28.000Z;36.0
47.575501436;12.153884657;485.2;2026-06-28T09:49:29.000Z;36.0
47.575516943;12.15396747;485.2;2026-06-28T09:49:30.000Z;36.0
47.575534042;12.154053887;485.4;2026-06-28T09:49:31.000Z;36.0
47.575552315;12.154146424;485.4;2026-06-28T09:49:32.000Z;36.0
47.575570419;12.154243654;485.4;2026-06-28T09:49:33.000Z;36.0
47.57558953;12.15433904;485.4;2026-06-28T09:49:34.000Z;36.0
47.575608557;12.154429983;485.4;2026-06-28T09:49:35.000Z;36.0
47.575628255;12.154517742;485.4;2026-06-28T09:49:36.000Z;36.0
47.575649209;12.154611535;485.4;2026-06-28T09:49:37.000Z;36.0
47.575669661;12.154705999;485.4;2026-06-28T09:49:38.000Z;36.0
47.575694639;12.154799961;485.4;2026-06-28T09:49:39.000Z;36.0
47.575720623;12.154893586;485.4;2026-06-28T09:49:40.000Z;36.0
47.575739818;12.154989643;485.6;2026-06-28T09:49:41.000Z;36.0
47.575756665;12.155081341;485.6;2026-06-28T09:49:42.000Z;36.0
47.575775273;12.155172117;485.6;2026-06-28T09:49:43.000Z;36.0
47.575790863;12.155262306;485.6;2026-06-28T09:49:44.000Z;36.0
47.575805197;12.155373953;485.6;2026-06-28T09:49:45.000Z;36.0
47.575816177;12.155447211;485.6;2026-06-28T09:49:46.000Z;36.0
47.575831683;12.155537987;485.8;2026-06-28T09:49:47.000Z;36.0
47.575852135;12.155628093;485.8;2026-06-28T09:49:48.000Z;36.0
47.575870575;12.155722808;485.8;2026-06-28T09:49:49.000Z;36.0
47.575888513;12.155811153;485.8;2026-06-28T09:49:50.000Z;36.0
47.575905025;12.155894637;485.8;2026-06-28T09:49:51.000Z;36.0
47.575920029;12.155980133;485.8;2026-06-28T09:49:52.000Z;36.0
47.575931512;12.156070154;485.8;2026-06-28T09:49:53.000Z;36.0
47.575944252;12.156156488;485.8;2026-06-28T09:49:54.000Z;36.0
47.575961351;12.156241061;485.8;2026-06-28T09:49:55.000Z;36.0
47.575981552;12.156334603;485.8;2026-06-28T09:49:56.000Z;36.0
47.576002339;12.15642211;485.8;2026-06-28T09:49:57.000Z;36.0
47.576024132;12.156515988;485.6;2026-06-28T09:49:58.000Z;36.0
47.576045338;12.15660492;485.6;2026-06-28T09:49:59.000Z;36.0
47.576070232;12.156700557;485.6;2026-06-28T09:50:00.000Z;36.0
47.576094372;12.156801475;485.6;2026-06-28T09:50:01.000Z;36.0
47.576116249;12.156896107;485.6;2026-06-28T09:50:02.000Z;36.0
47.576141143;12.156995768;485.6;2026-06-28T09:50:03.000Z;36.0
47.57616587;12.157095261;485.6;2026-06-28T09:50:04.000Z;36.0
47.576187579;12.157194586;485.4;2026-06-28T09:50:05.000Z;36.0
47.576208618;12.157290643;485.4;2026-06-28T09:50:06.000Z;36.0
47.576234769;12.157391813;485.4;2026-06-28T09:50:07.000Z;36.0
47.576259831;12.157498095;485.2;2026-06-28T09:50:08.000Z;36.0
47.576286653;12.157600773;485.2;2026-06-28T09:50:09.000Z;36.0
47.576313308;12.157703619;485.0;2026-06-28T09:50:10.000Z;36.0
47.576343482;12.157822056;485.0;2026-06-28T09:50:11.000Z;36.0
47.576363431;12.157899588;485.0;2026-06-28T09:50:12.000Z;36.0
47.576388996;12.157994639;485.0;2026-06-28T09:50:13.000Z;36.0
47.576413387;12.15809145;484.8;2026-06-28T09:50:14.000Z;36.0
47.576439036;12.158188429;484.8;2026-06-28T09:50:15.000Z;36.0
47.576468624;12.158291107;484.8;2026-06-28T09:50:16.000Z;36.0
47.576508773;12.158394037;484.6;2026-06-28T09:50:17.000Z;36.0
47.576530064;12.158467798;484.6;2026-06-28T09:50:18.000Z;36.0
47.576557808;12.158561088;484.6;2026-06-28T09:50:19.000Z;36.0
47.576587815;12.15865396;484.6;2026-06-28T09:50:20.000Z;36.0
47.57662042;12.158762086;484.6;2026-06-28T09:50:21.000Z;36.0
47.5766428;12.158835428;484.6;2026-06-28T09:50:22.000Z;36.0
47.576667946;12.158925701;484.6;2026-06-28T09:50:23.000Z;36.0
47.576694852;12.159017734;484.6;2026-06-28T09:50:24.000Z;36.0
47.576724272;12.15911069;484.6;2026-06-28T09:50:25.000Z;36.0
47.57675495;12.159201382;484.6;2026-06-28T09:50:26.000Z;36.0
47.576786801;12.159289476;484.4;2026-06-28T09:50:27.000Z;36.0
47.576822257;12.159399446;484.4;2026-06-28T09:50:28.000Z;36.0
47.576845726;12.159468932;484.4;2026-06-28T09:50:29.000Z;36.0
47.576875063;12.159555014;484.4;2026-06-28T09:50:30.000Z;36.0
47.576901298;12.159640426;484.4;2026-06-28T09:50:31.000Z;36.0
47.576928288;12.159728436;484.2;2026-06-28T09:50:32.000Z;36.0
47.576955194;12.159814686;484.0;2026-06-28T09:50:33.000Z;36.0
47.576983105;12.159898421;484.0;2026-06-28T09:50:34.000Z;36.0
47.577006826;12.159987353;484.0;2026-06-28T09:50:35.000Z;36.0
47.577028284;12.160075195;484.0;2026-06-28T09:50:36.000Z;36.0
47.577050915;12.160164714;484.0;2026-06-28T09:50:37.000Z;36.0
47.577076145;12.160252305;484.0;2026-06-28T09:50:38.000Z;36.0
47.577102967;12.160338974;484.0;2026-06-28T09:50:39.000Z;36.0
47.577128112;12.160426816;484.2;2026-06-28T09:50:40.000Z;36.0
47.577153761;12.160516419;484.2;2026-06-28T09:50:41.000Z;36.0
47.577177733;12.16060359;484.2;2026-06-28T09:50:42.000Z;36.0
47.577204555;12.160692103;484.2;2026-06-28T09:50:43.000Z;36.0
47.577232467;12.160779862;484.2;2026-06-28T09:50:44.000Z;36.0
47.577257613;12.160860999;484.2;2026-06-28T09:50:45.000Z;36.0
47.577278148;12.160931239;484.2;2026-06-28T09:50:46.000Z;36.0
47.577298516;12.16099469;484.0;2026-06-28T09:50:47.000Z;36.0
47.577318633;12.161056465;483.8;2026-06-28T09:50:48.000Z;36.0
47.577338079;12.161113881;483.8;2026-06-28T09:50:49.000Z;36.0
47.577358447;12.161161657;483.8;2026-06-28T09:50:50.000Z;36.0
47.577382252;12.161203986;483.4;2026-06-28T09:50:51.000Z;36.0
47.57740614;12.161251176;483.4;2026-06-28T09:50:52.000Z;36.0
47.577421647;12.161303815;483.2;2026-06-28T09:50:53.000Z;36.0
47.577433633;12.161362153;483.2;2026-06-28T09:50:54.000Z;36.0
47.577448972;12.161423005;483.2;2026-06-28T09:50:55.000Z;36.0
47.577467244;12.161489725;483.2;2026-06-28T09:50:56.000Z;36.0
47.577491803;12.161550578;483.2;2026-06-28T09:50:57.000Z;36.0
47.577519128;12.161610927;483.2;2026-06-28T09:50:58.000Z;36.0
47.577542765;12.161677564;483.4;2026-06-28T09:50:59.000Z;36.0
47.577570174;12.161760963;483.4;2026-06-28T09:51:00.000Z;36.0
47.577588279;12.161817458;483.6;2026-06-28T09:51:01.000Z;36.0
47.577604707;12.161888033;483.6;2026-06-28T09:51:02.000Z;36.0
47.577622728;12.161962045;483.8;2026-06-28T09:51:03.000Z;36.0
47.577642258;12.162041757;483.8;2026-06-28T09:51:04.000Z;36.0
47.577665308;12.162122056;484.0;2026-06-28T09:51:05.000Z;36.0
47.577690119;12.162203025;484.0;2026-06-28T09:51:06.000Z;36.0
47.577716522;12.162282569;484.0;2026-06-28T09:51:07.000Z;36.0
47.577744098;12.162362533;484.0;2026-06-28T09:51:08.000Z;36.0
47.577776453;12.16244149;484.0;2026-06-28T09:51:09.000Z;36.0
47.577805454;12.162516592;484.0;2026-06-28T09:51:10.000Z;36.0
47.577835042;12.162585743;484.0;2026-06-28T09:51:11.000Z;36.0
47.577874521;12.162670232;484.0;2026-06-28T09:51:12.000Z;36.0
47.5779026;12.162757488;484.0;2026-06-28T09:51:13.000Z;36.0
47.577925231;12.162838206;484.0;2026-06-28T09:51:14.000Z;36.0
47.577948617;12.162922192;483.8;2026-06-28T09:51:15.000Z;36.0
47.577973008;12.163001234;483.8;2026-06-28T09:51:16.000Z;36.0
47.577985832;12.163078096;483.8;2026-06-28T09:51:17.000Z;36.0
47.578008045;12.163150012;483.8;2026-06-28T09:51:18.000Z;36.0
47.578029586;12.163225031;483.8;2026-06-28T09:51:19.000Z;36.0
47.578049116;12.163293762;484.0;2026-06-28T09:51:20.000Z;36.0
47.578071496;12.163366349;484.0;2026-06-28T09:51:21.000Z;36.0
47.578098485;12.163450252;484.0;2026-06-28T09:51:22.000Z;36.0
47.578127235;12.163541028;484.0;2026-06-28T09:51:23.000Z;36.0
47.578159757;12.16363214;484.0;2026-06-28T09:51:24.000Z;36.0
47.578190519;12.163718054;484.0;2026-06-28T09:51:25.000Z;36.0
47.578219855;12.163803214;483.8;2026-06-28T09:51:26.000Z;36.0
47.578253131;12.163886027;483.8;2026-06-28T09:51:27.000Z;36.0
47.578288671;12.163970852;483.8;2026-06-28T09:51:28.000Z;36.0
47.578322534;12.164053582;483.8;2026-06-28T09:51:29.000Z;36.0
47.578355726;12.164133629;483.8;2026-06-28T09:51:30.000Z;36.0
47.578388918;12.164209569;484.0;2026-06-28T09:51:31.000Z;36.0
47.578420769;12.16428333;483.8;2026-06-28T09:51:32.000Z;36.0
47.578451531;12.164354827;483.8;2026-06-28T09:51:33.000Z;36.0
47.578483466;12.164435964;483.8;2026-06-28T09:51:34.000Z;36.0
47.57851976;12.164520789;483.8;2026-06-28T09:51:35.000Z;36.0
47.578561502;12.164600836;483.8;2026-06-28T09:51:36.000Z;36.0
47.57860559;12.164680967;483.8;2026-06-28T09:51:37.000Z;36.0
47.578649176;12.164761769;483.8;2026-06-28T09:51:38.000Z;36.0
47.578689326;12.164840894;483.8;2026-06-28T09:51:39.000Z;36.0
47.578722015;12.164925216;483.8;2026-06-28T09:51:40.000Z;36.0
47.578759147;12.165010208;483.6;2026-06-28T09:51:41.000Z;36.0
47.578800386;12.165096961;483.4;2026-06-28T09:51:42.000Z;36.0
47.578836428;12.165181786;483.4;2026-06-28T09:51:43.000Z;36.0
47.57887708;12.165263006;483.4;2026-06-28T09:51:44.000Z;36.0
47.578919325;12.16534297;483.4;2026-06-28T09:51:45.000Z;36.0
47.578963498;12.165418407;483.4;2026-06-28T09:51:46.000Z;36.0
47.579007586;12.165492335;483.4;2026-06-28T09:51:47.000Z;36.0
47.579051508;12.165566431;483.4;2026-06-28T09:51:48.000Z;36.0
47.579095094;12.165641533;483.2;2026-06-28T09:51:49.000Z;36.0
47.579137841;12.16571412;483.2;2026-06-28T09:51:50.000Z;36.0
47.579184277;12.16578587;483.0;2026-06-28T09:51:51.000Z;36.0
47.579232305;12.165857786;483.0;2026-06-28T09:51:52.000Z;36.0
47.579282094;12.165924255;483.0;2026-06-28T09:51:53.000Z;36.0
47.579332888;12.165990723;483.0;2026-06-28T09:51:54.000Z;36.0
47.579381252;12.166064149;483.2;2026-06-28T09:51:55.000Z;36.0
47.579427604;12.166135898;483.2;2026-06-28T09:51:56.000Z;36.0
47.579473872;12.166204462;483.2;2026-06-28T09:51:57.000Z;36.0
47.579521649;12.166271433;483.2;2026-06-28T09:51:58.000Z;36.0
47.5795737;12.166337818;483.4;2026-06-28T09:51:59.000Z;36.0
47.579623321;12.166409316;483.2;2026-06-28T09:52:00.000Z;36.0
47.579668751;12.166486429;483.2;2026-06-28T09:52:01.000Z;36.0
47.579713091;12.166560106;483.2;2026-06-28T09:52:02.000Z;36.0
47.579761287;12.166626994;483.4;2026-06-28T09:52:03.000Z;36.0
47.579810489;12.16668793;483.4;2026-06-28T09:52:04.000Z;36.0
47.579875784;12.166746268;483.4;2026-06-28T09:52:05.000Z;36.0
47.579934206;12.166782813;483.4;2026-06-28T09:52:06.000Z;36.0
47.579978378;12.166818352;483.4;2026-06-28T09:52:07.000Z;36.0
47.580034286;12.166864285;483.6;2026-06-28T09:52:08.000Z;36.0
47.580087259;12.1669129;483.6;2026-06-28T09:52:09.000Z;36.0
47.580138054;12.166966042;483.6;2026-06-28T09:52:10.000Z;36.0
47.580187591;12.16701935;483.6;2026-06-28T09:52:11.000Z;36.0
47.580234446;12.16706872;483.6;2026-06-28T09:52:12.000Z;36.0
47.580282558;12.167117251;483.6;2026-06-28T09:52:13.000Z;36.0
47.580330586;12.16716662;483.6;2026-06-28T09:52:14.000Z;36.0
47.58037962;12.167214146;483.6;2026-06-28T09:52:15.000Z;36.0
47.580431169;12.167260414;483.6;2026-06-28T09:52:16.000Z;36.0
47.580480957;12.167301904;483.6;2026-06-28T09:52:17.000Z;36.0
47.58052865;12.167339372;483.6;2026-06-28T09:52:18.000Z;36.0
47.580574583;12.167376839;483.6;2026-06-28T09:52:19.000Z;36.0
47.580622444;12.167411204;483.6;2026-06-28T09:52:20.000Z;36.0
47.580671059;12.167451605;483.6;2026-06-28T09:52:21.000Z;36.0
47.58072353;12.167483456;483.6;2026-06-28T09:52:22.000Z;36.0
47.580778431;12.167516397;483.8;2026-06-28T09:52:23.000Z;36.0
47.580833919;12.167540956;483.8;2026-06-28T09:52:24.000Z;36.0
47.580890749;12.167562079;484.0;2026-06-28T09:52:25.000Z;36.0
47.580947829;12.167583955;484.0;2026-06-28T09:52:26.000Z;36.0
47.581004323;12.167612789;484.0;2026-06-28T09:52:27.000Z;36.0
47.581063416;12.167633744;484.0;2026-06-28T09:52:28.000Z;36.0
47.581124604;12.167651597;483.8;2026-06-28T09:52:29.000Z;36.0
47.58118378;12.167678587;483.8;2026-06-28T09:52:30.000Z;36.0
47.581242453;12.167706667;484.0;2026-06-28T09:52:31.000Z;36.0
47.581300037;12.167731896;483.8;2026-06-28T09:52:32.000Z;36.0
47.581358794;12.167757461;484.0;2026-06-28T09:52:33.000Z;36.0
47.5814318;12.167779924;483.8;2026-06-28T09:52:34.000Z;36.0
47.58149391;12.167803058;484.0;2026-06-28T09:52:35.000Z;36.0
47.581555266;12.1678246;484.0;2026-06-28T09:52:36.000Z;36.0
47.58161528;12.16784128;483.8;2026-06-28T09:52:37.000Z;36.0
47.581672277;12.16785863;483.8;2026-06-28T09:52:38.000Z;35.0
47.581727849;12.167877993;483.8;2026-06-28T09:52:39.000Z;36.0
47.581782416;12.167898109;483.6;2026-06-28T09:52:40.000Z;35.0
47.581835473;12.167917807;483.8;2026-06-28T09:52:41.000Z;35.0
47.581888279;12.167933732;483.8;2026-06-28T09:52:42.000Z;36.0
47.581941169;12.167948401;483.8;2026-06-28T09:52:43.000Z;35.0
47.581992801;12.16796332;483.6;2026-06-28T09:52:44.000Z;36.0
47.582033034;12.167975223;483.6;2026-06-28T09:52:45.000Z;35.0
47.582092546;12.167993244;483.6;2026-06-28T09:52:46.000Z;35.0
47.582141077;12.168009086;483.6;2026-06-28T09:52:47.000Z;35.0
47.582191369;12.168023167;483.4;2026-06-28T09:52:48.000Z;35.0
47.58224275;12.168033896;483.4;2026-06-28T09:52:49.000Z;35.0
47.582285246;12.168037165;483.4;2026-06-28T09:52:50.000Z;35.0
47.582336795;12.168041691;483.4;2026-06-28T09:52:51.000Z;35.0
47.582387673;12.168050241;483.4;2026-06-28T09:52:52.000Z;35.0
47.582448693;12.168063233;483.4;2026-06-28T09:52:53.000Z;35.0
47.582499823;12.168076644;483.4;2026-06-28T09:52:54.000Z;35.0
47.582549695;12.168092486;483.4;2026-06-28T09:52:55.000Z;35.0
47.582598729;12.168103382;483.4;2026-06-28T09:52:56.000Z;35.0
47.582652289;12.168109836;483.4;2026-06-28T09:52:57.000Z;35.0
47.582707526;12.168118972;483.4;2026-06-28T09:52:58.000Z;35.0
47.582760835;12.168126181;483.2;2026-06-28T09:52:59.000Z;35.0
47.582818083;12.16814328;483.2;2026-06-28T09:53:00.000Z;35.0
47.582862424;12.168172617;483.2;2026-06-28T09:53:01.000Z;35.0
47.582903914;12.168174544;483.0;2026-06-28T09:53:02.000Z;35.0
47.582946243;12.168168845;483.0;2026-06-28T09:53:03.000Z;35.0
47.582992092;12.168162391;482.8;2026-06-28T09:53:04.000Z;35.0
47.583032073;12.16816063;482.8;2026-06-28T09:53:05.000Z;35.0
47.583061913;12.16816063;482.8;2026-06-28T09:53:06.000Z;35.0
47.583101643;12.168159625;482.8;2026-06-28T09:53:07.000Z;35.0
47.583142212;12.168155182;482.8;2026-06-28T09:53:08.000Z;35.0
47.583174147;12.168145124;482.8;2026-06-28T09:53:09.000Z;35.0
47.583225109;12.168141184;482.8;2026-06-28T09:53:10.000Z;35.0
47.583266599;12.168133222;482.8;2026-06-28T09:53:11.000Z;35.0
47.583314208;12.168134646;482.8;2026-06-28T09:53:12.000Z;35.0
47.583360393;12.168133305;482.8;2026-06-28T09:53:13.000Z;35.0
47.583403056;12.168129282;482.8;2026-06-28T09:53:14.000Z;35.0
47.583445637;12.168125762;482.8;2026-06-28T09:53:15.000Z;35.0
47.583500203;12.16810707;482.8;2026-06-28T09:53:16.000Z;35.0
47.58354798;12.168097515;482.8;2026-06-28T09:53:17.000Z;35.0
47.583587542;12.168102209;482.8;2026-06-28T09:53:18.000Z;35.0
47.583638672;12.168114698;482.8;2026-06-28T09:53:19.000Z;35.0
47.583691142;12.16811805;482.8;2026-06-28T09:53:20.000Z;35.0
47.583744284;12.168112602;482.8;2026-06-28T09:53:21.000Z;35.0
47.58379885;12.168104723;482.8;2026-06-28T09:53:22.000Z;35.0
47.583852075;12.168101538;482.8;2026-06-28T09:53:23.000Z;35.0
47.583906557;12.168095754;482.8;2026-06-28T09:53:24.000Z;35.0
47.583961375;12.168090641;482.8;2026-06-28T09:53:25.000Z;35.0
47.584008481;12.168086367;482.8;2026-06-28T09:53:26.000Z;35.0
47.584075453;12.168084607;482.8;2026-06-28T09:53:27.000Z;35.0
47.584130606;12.168079661;482.8;2026-06-28T09:53:28.000Z;35.0
47.584182993;12.16807262;483.0;2026-06-28T09:53:29.000Z;35.0
47.584236385;12.168064406;483.0;2026-06-28T09:53:30.000Z;35.0
47.584291454;12.168055773;483.0;2026-06-28T09:53:31.000Z;35.0
47.584347865;12.168048481;483.0;2026-06-28T09:53:32.000Z;35.0
47.584392289;12.168042865;483.0;2026-06-28T09:53:33.000Z;35.0
47.584456159;12.168034567;483.0;2026-06-28T09:53:34.000Z;35.0
47.584496476;12.168028783;482.8;2026-06-28T09:53:35.000Z;35.0
47.584555484;12.168034734;482.8;2026-06-28T09:53:36.000Z;35.0
47.584602423;12.168065244;482.6;2026-06-28T09:53:37.000Z;35.0
47.584635532;12.168094497;482.6;2026-06-28T09:53:38.000Z;35.0
47.584688086;12.168110255;482.6;2026-06-28T09:53:39.000Z;35.0
47.584728487;12.168094916;482.6;2026-06-28T09:53:40.000Z;36.0
47.584795794;12.168074716;482.6;2026-06-28T09:53:41.000Z;36.0
47.584854467;12.1680634;482.6;2026-06-28T09:53:42.000Z;36.0
47.584914649;12.168050995;482.6;2026-06-28T09:53:43.000Z;36.0
47.584973658;12.168039093;482.6;2026-06-28T09:53:44.000Z;36.0
47.585032498;12.168024257;482.6;2026-06-28T09:53:45.000Z;36.0
47.585091088;12.168006822;482.6;2026-06-28T09:53:46.000Z;36.0
47.585149761;12.167989723;482.6;2026-06-28T09:53:47.000Z;36.0
47.585208854;12.167972205;482.6;2026-06-28T09:53:48.000Z;36.0
47.585271215;12.167958375;482.6;2026-06-28T09:53:49.000Z;36.0
47.585331816;12.167949071;482.6;2026-06-28T09:53:50.000Z;36.0
47.585393172;12.167936666;482.4;2026-06-28T09:53:51.000Z;36.0
47.585455282;12.167923842;482.4;2026-06-28T09:53:52.000Z;36.0
47.585517978;12.167912023;482.4;2026-06-28T09:53:53.000Z;36.0
47.585582184;12.16790054;482.2;2026-06-28T09:53:54.000Z;36.0
47.585642785;12.167884028;482.2;2026-06-28T09:53:55.000Z;36.0
47.585699949;12.167867264;482.2;2026-06-28T09:53:56.000Z;36.0
47.585757449;12.167850919;482.2;2026-06-28T09:53:57.000Z;36.0
47.585814865;12.167833233;482.2;2026-06-28T09:53:58.000Z;36.0
47.585870773;12.167817308;482.2;2026-06-28T09:53:59.000Z;36.0
47.585925674;12.167802555;482.2;2026-06-28T09:54:00.000Z;36.0
47.585979989;12.167785875;482.2;2026-06-28T09:54:01.000Z;36.0
47.586035896;12.167770118;482.2;2026-06-28T09:54:02.000Z;36.0
47.58609524;12.16775327;482.2;2026-06-28T09:54:03.000Z;36.0
47.586153829;12.167737763;482.2;2026-06-28T09:54:04.000Z;36.0
47.586223986;12.167724352;482.2;2026-06-28T09:54:05.000Z;36.0
47.586282073;12.167709181;482.4;2026-06-28T09:54:06.000Z;36.0
47.586328173;12.167695099;482.4;2026-06-28T09:54:07.000Z;36.0
47.586393887;12.167676743;482.4;2026-06-28T09:54:08.000Z;36.0
47.586448621;12.167659895;482.6;2026-06-28T09:54:09.000Z;36.0
47.586494051;12.167648245;482.8;2026-06-28T09:54:10.000Z;36.0
47.586562531;12.167628296;483.2;2026-06-28T09:54:11.000Z;36.0
47.586619696;12.16760709;483.2;2026-06-28T09:54:12.000Z;36.0
47.586667389;12.167591583;483.2;2026-06-28T09:54:13.000Z;36.0
47.586739641;12.167573981;483.2;2026-06-28T09:54:14.000Z;36.0
47.586788926;12.167562246;483.2;2026-06-28T09:54:15.000Z;36.0
47.586850449;12.167544141;483.4;2026-06-28T09:54:16.000Z;36.0
47.586910883;12.16752612;483.4;2026-06-28T09:54:17.000Z;36.0
47.586968634;12.167511033;483.2;2026-06-28T09:54:18.000Z;36.0
47.587029403;12.167493682;483.2;2026-06-28T09:54:19.000Z;36.0
47.587089418;12.167476919;483.2;2026-06-28T09:54:20.000Z;36.0
47.58715027;12.167463843;483.2;2026-06-28T09:54:21.000Z;36.0
47.587223947;12.167444648;483.2;2026-06-28T09:54:22.000Z;36.0
47.587272981;12.167433752;483.2;2026-06-28T09:54:23.000Z;36.0
47.587335259;12.167418078;483.2;2026-06-28T09:54:24.000Z;36.0
47.587410193;12.167396788;483.2;2026-06-28T09:54:25.000Z;36.0
47.587474063;12.167376084;483.2;2026-06-28T09:54:26.000Z;36.0
47.587525193;12.167358315;483.2;2026-06-28T09:54:27.000Z;36.0
47.587601049;12.167329481;483.2;2026-06-28T09:54:28.000Z;36.0
